1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 233
1675, 0, 232
1655, 0, 233
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1655, 0, 232
1655, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 233
1000, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 233
1000, 0, 232
1655, 0, 233
1655, 0, 232
1675, 0, 232
1000, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 233
1675, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 233
1000, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 233
1000, 0, 233
1000, 0, 232
1655, 0, 233
1000, 0, 232
1675, 0, 233
1675, 0, 232
1655, 0, 233
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 233
1655, 0, 233
1000, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1655, 0, 233
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 233
1655, 0, 233
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 233
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 233
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 233
1000, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 233
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 233
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 232
1655, 0, 232
1655, 0, 232
1000, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 233
1655, 0, 233
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 233
1000, 0, 233
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 233
1675, 0, 233
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 233
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1655, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 233
1655, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 233
1000, 0, 232
1675, 0, 232
1655, 0, 233
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 233
1000, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1655, 0, 232
1655, 0, 232
1655, 0, 232
1000, 0, 233
1675, 0, 232
1655, 0, 232
1675, 0, 233
1000, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 233
1655, 0, 233
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1655, 0, 232
1675, 0, 233
1000, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1655, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 233
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 233
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 233
1655, 0, 232
1675, 0, 232
1000, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 233
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1675, 0, 233
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 233
1000, 0, 232
1675, 0, 233
1675, 0, 233
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1675, 0, 233
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1655, 0, 232
1675, 0, 233
1000, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1000, 0, 233
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 233
1675, 0, 232
1655, 0, 232
1675, 0, 233
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1655, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 233
1000, 0, 232
1675, 0, 233
1675, 0, 233
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 233
1655, 0, 233
1000, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 233
1000, 0, 233
1655, 0, 232
1675, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 233
1655, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 233
1675, 0, 233
1655, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 233
1655, 0, 232
1000, 0, 232
1000, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1655, 0, 232
1655, 0, 232
1000, 0, 233
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 233
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1655, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1655, 0, 232
1655, 0, 233
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 233
1000, 0, 232
1675, 0, 232
1655, 0, 233
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 233
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 233
1655, 0, 233
1000, 0, 233
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 233
1000, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 233
1655, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 233
1675, 0, 232
1675, 0, 232
1655, 0, 233
1000, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 233
1675, 0, 233
1675, 0, 232
1655, 0, 233
1675, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 233
1000, 0, 233
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 233
1000, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 233
1675, 0, 232
1655, 0, 232
1675, 0, 233
1000, 0, 232
1000, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1675, 0, 233
1000, 0, 233
1000, 0, 233
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 233
1000, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 233
1655, 0, 232
1000, 0, 232
1000, 0, 233
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1000, 0, 233
1000, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 233
1675, 0, 233
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1000, 0, 233
1000, 0, 233
1675, 0, 233
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 233
1675, 0, 233
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1655, 0, 232
1675, 0, 233
1675, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 233
1000, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 233
1675, 0, 233
1675, 0, 233
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 233
1000, 0, 232
1655, 0, 233
1655, 0, 232
1675, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 233
1655, 0, 232
1675, 0, 232
1000, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1655, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 233
1000, 0, 233
1000, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1655, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 233
1655, 0, 232
1675, 0, 233
1000, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 233
1000, 0, 233
1655, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1655, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 233
1655, 0, 232
1655, 0, 232
1655, 0, 233
1000, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1675, 0, 233
1675, 0, 233
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 233
1655, 0, 232
1000, 0, 233
1675, 0, 233
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 233
1000, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 233
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1655, 0, 232
1000, 0, 233
1000, 0, 233
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 233
1655, 0, 233
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1655, 0, 233
1000, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 233
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 233
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 233
1675, 0, 232
1675, 0, 233
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 233
1675, 0, 233
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 233
1675, 0, 233
1675, 0, 232
1000, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 232
1655, 0, 232
1000, 0, 232
1675, 0, 232
1675, 0, 232
1675, 0, 233
1675, 0, 233
1675, 0, 232
1675, 0, 232
